GeneID	B14.5.new.bam	B15.5.new.bam	B17.5.new.bam	B20.new.bam	B34.new.bam	C14.5.new.bam	C15.5.new.bam	C17.5.new.bam	C20.new.bam	C34.new.bam
ENSMUSG00000024936	0	0	1	0	0	0	1	0	0	2
ENSMUSG00000118194	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000024786	0	0	0	3	0	1	0	0	2	0
ENSMUSG00000065523	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000085196	3	5	5	10	3	4	3	5	7	5
ENSMUSG00000085285	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000024973	1	1	1	0	0	0	0	0	0	0
ENSMUSG00000024757	1	2	1	1	0	0	2	0	2	0
ENSMUSG00000118036	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000052562	1	0	0	1	0	0	0	1	2	0
ENSMUSG00000071656	13	14	14	21	18	19	20	30	31	16
ENSMUSG00000024653	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000100141	6	3	4	4	0	9	3	0	2	1
ENSMUSG00000024738	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000067577	2	0	1	0	0	6	2	3	6	0
ENSMUSG00000024670	0	1	1	1	10	0	0	1	1	1
ENSMUSG00000067571	0	0	0	7	0	0	0	0	0	0
ENSMUSG00000024730	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000099398	3	1	5	4	3	6	4	0	0	0
ENSMUSG00000056290	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000058470	0	0	0	1	1	0	1	0	1	0
ENSMUSG00000024678	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000104088	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000024680	0	0	1	2	0	1	3	1	2	0
ENSMUSG00000024681	0	0	0	2	1	1	0	0	0	0
ENSMUSG00000067545	1	1	1	0	1	0	1	0	2	0
ENSMUSG00000067529	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000108889	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000118093	2	6	1	4	4	3	3	2	3	1
ENSMUSG00000096436	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000040065	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000063683	0	0	1	0	0	0	0	0	1	1
ENSMUSG00000024694	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000057503	12	9	9	15	2	12	11	9	16	8
ENSMUSG00000120068	2	0	1	3	0	1	0	2	3	3
ENSMUSG00000063586	5	8	6	4	1	10	9	1	5	3
ENSMUSG00000117995	3	3	1	0	0	1	1	1	3	0
ENSMUSG00000117711	0	0	1	1	0	2	0	0	0	0
ENSMUSG00000118142	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000118033	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000056829	4	4	4	0	2	10	0	6	4	0
ENSMUSG00000118079	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000118150	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000118067	1	0	0	0	0	2	0	0	0	0
ENSMUSG00000118086	2	1	3	2	3	3	5	4	7	4
ENSMUSG00000121016	1	4	2	1	1	0	2	6	1	5
ENSMUSG00000118273	0	0	0	0	0	1	0	1	0	0
ENSMUSG00000118226	2	1	0	5	1	3	2	0	1	5
ENSMUSG00000044387	0	0	0	0	4	0	0	0	0	0
ENSMUSG00000120011	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000120380	0	0	1	1	4	0	0	0	0	1
ENSMUSG00000117837	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000117979	1	3	2	3	1	1	0	2	1	1
ENSMUSG00000051490	0	0	0	0	0	5	13	4	3	1
ENSMUSG00000024837	8	2	0	0	1	1	0	0	0	0
ENSMUSG00000098105	5	5	7	5	8	3	4	4	4	9
ENSMUSG00000117950	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000118001	0	0	0	1	1	1	0	0	1	0
ENSMUSG00000118209	0	0	1	3	1	0	1	0	2	0
ENSMUSG00000118020	1	2	1	0	2	1	0	1	0	4
ENSMUSG00000117692	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000047298	1	1	3	0	1	4	5	1	6	4
ENSMUSG00000117788	0	0	0	1	1	2	1	0	0	1
ENSMUSG00000117862	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000098069	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000118165	1	0	0	1	1	2	1	1	1	3
ENSMUSG00000118038	2	0	0	0	2	1	2	0	2	6
ENSMUSG00000120326	2	1	0	3	0	0	2	3	4	2
ENSMUSG00000050957	5	3	1	1	1	6	3	5	5	3
ENSMUSG00000024806	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000120593	3	4	3	3	2	5	2	4	4	2
ENSMUSG00000024863	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000058816	0	4	4	1	1	3	1	3	2	1
ENSMUSG00000052595	0	4	2	0	0	0	1	0	0	0
ENSMUSG00000114443	1	2	1	0	0	3	0	1	0	0
ENSMUSG00000118366	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000118168	1	2	0	2	1	1	1	0	0	2
ENSMUSG00000119982	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000120203	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000118196	0	0	1	0	1	0	1	2	0	0
ENSMUSG00000087112	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000086875	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000079344	5	9	1	0	0	27	14	1	0	0
ENSMUSG00000079342	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000085934	1	0	0	0	0	2	1	0	0	0
ENSMUSG00000024768	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000118302	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000024770	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000050370	1	3	4	4	7	0	5	0	3	5
ENSMUSG00000097558	0	2	7	4	26	4	12	11	20	12
ENSMUSG00000074896	6	7	16	10	11	7	12	2	8	102
ENSMUSG00000079339	5	3	15	11	13	14	14	14	11	16
ENSMUSG00000062488	1	2	5	10	9	4	8	1	11	97
ENSMUSG00000067297	5	5	7	5	4	3	5	9	5	4
ENSMUSG00000034459	0	1	2	1	3	1	0	0	2	9
ENSMUSG00000117865	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000118212	0	0	0	2	2	0	1	3	0	1
ENSMUSG00000094707	0	0	3	1	9	4	1	2	2	1
ENSMUSG00000024803	0	0	1	0	2	0	2	0	2	0
ENSMUSG00000120701	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000114859	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000120860	0	0	0	1	0	0	0	1	1	0
ENSMUSG00000120174	1	1	1	9	7	0	2	6	3	0
ENSMUSG00000121027	4	3	4	4	0	3	3	2	3	1
ENSMUSG00000102353	1	0	0	0	0	3	5	0	3	2
ENSMUSG00000024987	0	0	0	1	3	0	1	0	3	1
ENSMUSG00000069554	0	1	1	0	1	2	0	0	3	0
ENSMUSG00000054200	0	1	2	1	1	1	1	3	0	1
ENSMUSG00000025002	0	0	1	1	0	0	2	1	0	0
ENSMUSG00000067231	0	0	0	0	0	2	2	1	3	0
ENSMUSG00000062624	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000074882	0	1	0	0	0	1	0	1	0	0
ENSMUSG00000025004	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000092008	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000060613	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000097740	2	1	1	2	3	0	0	1	1	0
ENSMUSG00000120438	1	2	1	0	0	2	4	0	1	0
ENSMUSG00000025014	0	0	0	0	1	2	0	1	1	2
ENSMUSG00000044065	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000120900	2	1	5	2	8	3	3	5	1	3
ENSMUSG00000117675	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000117856	1311	978	825	843	388	1076	880	887	748	290
ENSMUSG00000025185	0	2	3	6	3	3	2	3	3	1
ENSMUSG00000092250	14	7	6	6	0	1	4	0	0	0
ENSMUSG00000118236	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000025194	1	3	6	9	8	1	6	10	10	1
ENSMUSG00000025197	0	2	0	0	2	2	0	0	0	0
ENSMUSG00000118217	5	4	5	5	8	46	3	5	7	28
ENSMUSG00000118076	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000117911	0	0	0	0	2	1	0	0	0	0
ENSMUSG00000117967	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000117691	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000118915	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000094219	0	0	1	1	0	1	0	0	0	0
ENSMUSG00000091230	0	0	1	0	1	2	3	0	5	0
ENSMUSG00000117930	2	1	0	2	4	3	1	0	2	0
ENSMUSG00000118111	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000062083	2	1	2	0	1	1	5	4	1	1
ENSMUSG00000097719	3	1	1	1	0	0	1	1	2	0
ENSMUSG00000117867	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000118173	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000118314	1	0	2	1	1	0	0	1	1	0
ENSMUSG00000117768	4	9	7	3	0	9	8	6	4	9
ENSMUSG00000120446	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000118378	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000118159	3	3	7	7	5	3	3	7	5	9
ENSMUSG00000117921	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000024979	0	1	1	1	2	5	2	8	6	2
ENSMUSG00000117833	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000117827	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000117695	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000117696	1	0	0	0	0	0	0	0	0	2
ENSMUSG00000120396	1	0	1	1	1	0	0	2	1	5
ENSMUSG00000067063	0	1	2	0	1	1	1	0	1	2
ENSMUSG00000025082	11	14	22	11	1	10	19	18	15	0
ENSMUSG00000117927	0	1	0	0	0	0	0	5	1	0
ENSMUSG00000117655	4	3	2	5	8	5	3	13	12	9
ENSMUSG00000117770	0	0	1	0	1	3	0	0	0	0
ENSMUSG00000117978	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000100001	0	0	0	0	1	0	1	0	1	0
ENSMUSG00000042179	1	2	0	1	0	1	2	3	0	0
ENSMUSG00000025091	1	1	0	2	2	0	0	2	1	0
ENSMUSG00000026931	0	0	0	0	2	1	0	1	1	0
ENSMUSG00000091410	0	3	1	0	0	0	0	0	2	1
ENSMUSG00000090965	8	2	2	4	0	0	3	0	1	5
ENSMUSG00000091378	1	1	1	2	1	2	0	3	5	0
ENSMUSG00000118166	0	0	0	0	0	0	3	0	0	1
ENSMUSG00000045052	2	2	2	4	2	4	8	9	10	4
ENSMUSG00000117790	1	0	1	0	1	0	0	0	0	0
